User,Team,Outcome,Game Length,Task Completed,All Tasks Completed,Time to complete all tasks,Sabotages Fixed,Murdered,Ejected,Night,Morning,Afternoon,Evening
1,1,1,424,3,0,0,2.0,1,0,1,0,0,0
1,1,0,981,7,1,588,1.0,0,0,1,0,0,0
1,1,1,693,3,0,0,0.0,0,0,1,0,0,0
1,1,0,310,4,0,0,0.0,0,0,1,0,0,0
1,1,0,982,7,1,736,0.0,1,0,1,0,0,0
1,1,0,1301,8,1,1118,1.0,1,0,1,0,0,0
1,1,1,1123,8,1,468,0.0,0,1,0,0,1,0
1,1,1,795,7,1,795,0.0,1,0,0,0,1,0
1,1,0,763,7,1,763,0.0,1,0,0,0,1,0
1,1,1,660,4,0,0,0.0,1,0,0,0,1,0
1,1,1,1063,7,1,719,0.0,0,0,0,0,1,0
1,1,0,826,6,0,0,0.0,1,0,0,0,1,0
1,1,1,1134,7,1,669,1.0,1,0,0,0,1,0
1,1,0,480,7,1,101,0.0,1,0,1,0,0,0
1,1,1,1086,7,1,574,0.0,1,0,1,0,0,0
1,1,1,778,7,1,543,1.0,1,0,1,0,0,0
1,1,1,897,7,1,890,0.0,1,0,1,0,0,0
1,1,0,663,7,1,634,0.0,1,0,1,0,0,0
1,1,0,883,2,0,0,0.0,1,0,1,0,0,0
1,1,0,514,3,0,0,1.0,1,0,1,0,0,0
1,1,0,332,8,1,332,0.0,0,0,0,0,0,1
1,1,1,1004,8,1,885,0.0,1,0,0,0,0,1
1,1,0,551,8,1,509,1.0,1,0,0,0,0,1
1,1,0,890,8,1,356,0.0,1,0,0,0,0,1
1,1,0,1069,8,1,1032,0.0,1,0,0,0,0,1
1,1,1,710,8,1,360,1.0,1,0,0,0,0,1
1,1,1,566,5,1,496,2.0,0,0,1,0,0,0
1,1,1,188,1,0,0,1.0,0,0,1,0,0,0
1,1,1,147,1,0,0,0.0,0,0,1,0,0,0
1,1,1,293,3,0,0,1.0,0,0,1,0,0,0
1,1,1,324,1,0,0,0.0,1,0,1,0,0,0
1,1,0,619,2,0,0,0.0,1,0,0,0,0,1
1,1,1,841,8,1,568,1.0,0,0,0,0,0,1
1,1,1,778,3,0,0,0.0,0,0,0,0,0,1
1,1,1,677,8,1,676,2.0,0,0,0,0,0,1
1,1,1,1335,8,1,840,3.0,1,0,0,0,0,1
1,1,1,912,5,0,0,0.0,1,0,1,0,0,0
1,1,1,576,4,0,0,0.0,0,0,1,0,0,0
1,1,1,628,5,0,0,0.0,0,0,1,0,0,0
1,1,1,723,7,0,0,0.0,0,0,1,0,0,0
1,1,1,930,7,0,0,1.0,0,0,0,0,0,1
1,1,0,722,8,1,328,0.0,1,0,0,0,0,1
1,1,0,860,6,0,0,0.0,0,0,0,0,0,1
1,1,0,782,8,1,530,0.0,0,0,0,0,0,1
1,1,0,313,7,0,0,0.0,0,0,0,0,0,1
1,1,1,405,7,0,0,0.0,1,0,0,0,0,1
1,1,0,314,6,0,0,1.0,1,0,0,0,0,1
1,1,1,466,8,1,466,0.0,0,0,0,0,0,1
1,1,0,1178,7,1,660,1.0,1,0,1,0,0,0
1,1,0,739,7,1,541,1.0,1,0,1,0,0,0
1,1,1,1106,8,1,872,1.0,1,0,1,0,0,0
1,1,0,1022,8,1,566,0.0,1,0,0,0,0,1
1,1,1,347,5,0,0,0.0,0,0,0,0,0,1
1,1,1,632,7,1,315,0.0,0,0,0,0,0,1
1,1,1,648,5,0,0,1.0,0,0,0,0,0,1
1,1,0,764,7,1,763,0.0,1,0,0,0,0,1
1,1,0,110,1,0,0,0.0,1,0,0,0,0,1
1,1,0,534,7,0,0,0.0,1,0,0,0,0,1
1,1,1,1453,8,1,806,1.0,1,0,0,0,0,1
1,1,1,947,3,0,0,0.0,1,0,1,0,0,0
1,1,1,735,7,1,328,0.0,1,0,1,0,0,0
1,1,1,1018,7,1,840,0.0,0,0,1,0,0,0
1,1,1,1040,8,1,299,0.0,1,0,0,0,0,1
1,1,1,688,4,0,0,1.0,0,0,0,0,0,1
1,1,0,753,4,0,0,0.0,1,0,0,0,0,1
1,1,1,1262,8,1,847,0.0,1,0,0,0,1,0
1,1,0,520,7,0,0,0.0,1,0,0,0,1,0
1,1,1,470,4,0,0,1.0,0,0,0,0,1,0
1,1,1,737,8,1,497,0.0,0,0,0,0,1,0
1,1,0,623,7,0,0,1.0,0,0,0,0,1,0
1,1,0,763,6,0,0,0.0,1,0,0,0,1,0
1,1,0,1297,7,1,790,0.0,1,0,0,0,1,0
1,1,0,700,7,0,0,1.0,1,0,1,0,0,0
1,1,1,689,8,1,301,0.0,1,0,1,0,0,0
1,1,1,691,8,1,345,0.0,0,0,1,0,0,0
1,1,1,636,8,1,415,0.0,0,0,1,0,0,0
1,1,0,672,8,1,463,0.0,1,0,1,0,0,0
2,1,1,449,4,0,0,2.0,1,0,1,0,0,0
2,1,0,504,8,1,354,1.0,1,0,1,0,0,0
2,1,1,565,5,0,0,1.0,0,0,1,0,0,0
2,1,1,941,9,1,702,0.0,1,0,1,0,0,0
2,1,1,754,7,1,667,1.0,0,0,0,0,0,1
2,1,0,962,7,1,486,1.0,0,0,0,0,0,1
2,1,0,629,6,0,0,0.0,0,1,0,0,0,1
2,1,0,480,3,0,0,0.0,0,1,0,0,0,1
2,1,0,667,7,1,454,0.0,0,0,0,0,0,1
2,1,0,302,2,0,0,1.0,0,0,0,0,1,0
2,1,1,319,5,0,0,0.0,1,0,0,0,1,0
2,1,1,748,4,0,0,1.0,0,0,0,0,0,1
2,1,1,891,7,1,535,1.0,0,0,0,0,0,1
2,1,1,820,8,1,480,1.0,1,0,0,0,1,0
2,1,1,872,7,1,558,2.0,0,0,0,0,1,0
2,1,0,430,6,0,0,1.0,0,0,0,0,0,1
2,1,0,782,9,1,555,1.0,1,0,0,0,0,1
2,1,1,800,9,1,465,0.0,1,0,0,0,0,1
2,1,1,866,9,1,687,0.0,0,0,0,0,0,1
2,1,0,464,3,0,0,0.0,1,0,0,0,0,1
2,1,0,1010,9,1,513,0.0,1,0,0,0,0,1
2,1,0,378,2,0,0,0.0,0,0,0,0,1,0
2,1,0,527,7,1,356,0.0,1,0,0,0,1,0
2,1,1,480,6,0,0,2.0,0,0,1,0,0,0
2,1,1,965,8,1,443,0.0,0,0,1,0,0,0
2,1,1,631,7,0,0,0.0,0,0,1,0,0,0
2,1,0,1013,8,1,413,0.0,1,0,1,0,0,0
2,1,0,783,7,1,408,0.0,0,0,1,0,0,0
2,1,1,843,7,1,704,0.0,1,0,1,0,0,0
2,1,1,1157,7,1,284,2.0,0,0,1,0,0,0
2,1,0,510,5,0,0,0.0,1,0,0,0,0,1
2,1,1,602,7,0,0,0.0,0,0,0,0,0,1
2,1,1,929,8,1,654,1.0,0,0,0,0,0,1
2,1,1,646,4,0,0,0.0,0,0,0,0,0,1
2,1,0,688,2,0,0,0.0,1,0,0,0,0,1
2,1,0,1131,6,0,0,2.0,0,0,0,0,0,1
2,1,0,350,3,0,0,1.0,1,0,0,0,0,1
2,1,0,855,4,0,0,0.0,1,0,0,0,1,0
2,1,1,608,7,1,352,0.0,0,0,0,0,1,0
2,1,1,501,6,0,0,1.0,0,0,1,0,0,0
2,1,0,663,8,1,514,2.0,1,0,1,0,0,0
2,1,1,638,7,1,339,0.0,1,0,1,0,0,0
2,1,0,553,6,0,0,0.0,0,0,1,0,0,0
2,1,0,864,8,1,525,2.0,0,0,0,0,0,1
2,1,1,804,7,1,491,1.0,0,0,0,0,0,1
2,1,1,413,1,0,0,0.0,0,1,0,0,0,1
2,1,1,1600,8,1,891,4.0,0,0,0,0,0,1
2,1,1,1105,8,1,743,0.0,0,1,0,0,0,1
2,1,0,955,8,1,739,0.0,1,0,0,0,0,1
2,1,0,558,4,0,0,1.0,1,0,0,0,0,1
2,1,1,303,5,1,263,0.0,1,0,0,0,0,1
2,1,1,199,3,0,0,0.0,1,0,1,0,0,0
2,1,0,365,6,0,0,0.0,1,0,1,0,0,0
2,1,0,306,0,0,0,0.0,0,0,1,0,0,0
2,1,0,18,0,0,0,0.0,0,0,0,0,0,1
2,1,1,292,5,0,0,0.0,0,0,0,0,0,1
2,1,1,679,8,1,339,0.0,1,0,1,0,0,0
2,1,0,300,2,0,0,0.0,1,0,1,0,0,0
2,1,0,679,8,1,460,1.0,0,0,1,0,0,0
2,1,1,359,2,0,0,1.0,1,0,1,0,0,0
2,1,1,268,1,0,0,1.0,0,0,1,0,0,0
2,1,0,177,7,0,0,0.0,1,0,1,0,0,0
2,1,0,291,4,0,0,0.0,1,0,0,0,0,1
2,1,0,351,4,0,0,1.0,1,0,0,0,0,1
2,1,1,850,8,1,676,0.0,0,0,0,0,0,1
2,1,0,590,7,0,0,3.0,1,0,0,0,0,1
2,1,0,671,9,1,630,0.0,1,0,0,0,0,1
2,1,1,669,9,1,260,2.0,0,0,0,0,0,1
2,1,1,711,8,0,0,1.0,0,0,0,0,0,1
2,1,0,470,6,0,0,1.0,1,0,0,0,0,1
2,1,0,774,7,1,730,2.0,1,0,1,0,0,0
2,1,1,399,7,1,170,2.0,0,0,1,0,0,0
2,1,0,1220,7,1,311,2.0,1,0,1,0,0,0
2,1,0,270,2,0,0,0.0,0,0,1,0,0,0
2,1,0,228,4,0,0,0.0,1,0,1,0,0,0
2,1,1,819,1,0,0,2.0,0,0,1,0,0,0
2,1,0,757,8,1,519,0.0,1,0,1,0,0,0
3,1,1,226,1,0,0,0.0,0,0,1,0,0,0
3,1,1,107,1,0,0,0.0,0,0,1,0,0,0
3,1,0,430,6,0,0,1.0,1,0,1,0,0,0
3,1,1,1157,7,0,0,0.0,0,0,1,0,0,0
3,1,1,681,8,1,680,1.0,0,0,1,0,0,0
3,1,0,148,4,0,0,1.0,0,0,1,0,0,0
3,1,0,988,8,1,652,0.0,1,0,1,0,0,0
3,1,0,749,8,1,688,1.0,1,0,0,0,0,1
3,1,0,727,3,0,0,0.0,0,1,0,0,0,1
3,1,1,1051,4,0,0,0.0,0,1,0,0,0,1
3,1,1,580,4,0,0,1.0,0,0,0,0,1,0
3,1,0,813,3,0,0,3.0,1,0,0,0,1,0
3,1,1,1080,6,0,0,0.0,1,0,0,0,1,0
3,1,1,713,8,1,706,0.0,1,0,0,0,1,0
3,1,1,944,8,1,941,0.0,1,0,0,0,1,0
3,1,1,724,4,0,0,0.0,0,0,0,0,1,0
3,1,0,626,3,0,0,0.0,1,0,0,0,1,0
3,1,0,1061,5,0,0,1.0,1,0,0,0,1,0
3,1,0,558,5,0,0,1.0,1,0,0,0,1,0
3,1,1,275,1,0,0,0.0,0,0,0,0,1,0
3,1,1,440,1,0,0,1.0,0,0,0,0,1,0
3,1,0,1012,6,1,573,0.0,0,0,1,0,0,0
3,1,1,686,6,1,333,0.0,0,0,1,0,0,0
3,1,1,519,6,1,519,0.0,0,0,0,0,0,1
3,1,1,861,4,0,0,1.0,0,0,0,0,0,1
3,1,0,645,6,0,0,1.0,0,0,0,0,0,1
3,1,0,938,8,1,937,5.0,1,0,0,0,0,1
3,1,0,682,8,1,681,1.0,1,0,0,0,0,1
3,1,1,1208,6,0,0,2.0,0,0,0,0,0,1
3,1,0,632,4,0,0,2.0,1,0,0,0,0,1
3,1,0,208,3,0,0,2.0,0,0,0,0,0,1
3,1,0,201,1,0,0,1.0,0,0,0,0,0,1
3,1,1,413,4,0,0,0.0,1,0,0,0,0,1
3,1,1,1072,8,1,1071,1.0,0,0,0,0,0,1
3,1,1,455,8,1,349,1.0,0,0,0,0,0,1
3,1,1,612,6,0,0,1.0,1,0,0,0,0,1
3,1,1,1019,7,0,0,1.0,0,0,0,0,0,1
3,1,1,924,9,1,701,1.0,1,0,0,0,0,1
3,1,1,974,2,0,0,1.0,0,0,0,0,0,1
3,1,0,708,9,1,674,0.0,1,0,0,0,0,1
3,1,1,887,9,1,697,0.0,1,0,0,0,0,1
3,1,0,792,5,0,0,0.0,1,0,0,0,1,0
3,1,1,803,6,0,0,1.0,0,0,0,0,1,0
3,1,1,597,4,0,0,0.0,1,0,0,0,1,0
3,1,1,783,4,0,0,1.0,1,0,0,0,1,0
3,1,0,614,3,0,0,0.0,1,0,0,0,1,0
3,1,0,541,7,1,305,0.0,0,0,0,0,1,0
3,1,1,628,1,0,0,1.0,0,0,0,0,1,0
3,1,0,246,0,0,0,0.0,1,0,0,1,0,0
3,1,0,822,8,1,822,1.0,1,0,1,0,0,0
3,1,0,710,8,1,709,1.0,0,0,1,0,0,0
3,1,0,473,8,1,473,0.0,0,0,1,0,0,0
3,1,0,960,8,1,418,0.0,1,0,1,0,0,0
3,1,0,1031,8,1,742,0.0,1,0,1,0,0,0
3,1,0,952,8,1,706,1.0,0,0,1,0,0,0
3,1,0,615,6,0,0,0.0,0,0,1,0,0,0
3,1,0,519,4,0,0,0.0,0,0,0,0,0,1
3,1,0,665,6,0,0,1.0,0,0,0,0,0,1
3,1,0,564,1,0,0,1.0,0,0,0,0,0,1
3,1,0,645,8,1,645,1.0,0,0,0,0,0,1
3,1,0,1136,8,1,806,0.0,1,0,0,0,0,1
3,1,0,457,3,0,0,1.0,0,0,0,0,0,1
3,1,1,499,7,1,474,1.0,0,0,0,0,0,1
3,1,1,346,7,1,284,0.0,1,0,0,0,0,1
3,1,0,841,5,0,0,2.0,0,0,0,0,0,1
3,1,1,396,6,0,0,0.0,1,0,0,0,0,1
3,1,1,896,6,0,0,0.0,0,0,0,0,0,1
3,1,1,214,1,0,0,0.0,0,0,0,0,0,1
4,1,1,102,4,0,101,0.0,0,0,0,0,0,1
4,1,1,114,4,0,90,0.0,0,0,0,0,0,1
4,1,1,97,4,0,76,0.0,0,0,0,0,0,1
4,1,0,161,4,0,69,0.0,1,0,0,0,0,1
4,1,1,134,4,0,88,1.0,0,0,0,0,0,1
4,1,1,115,4,0,76,0.0,1,0,0,0,0,1
4,1,1,127,4,0,79,0.0,1,0,0,0,0,1
4,1,0,151,4,0,72,0.0,1,0,0,0,0,1
4,1,0,153,4,0,104,0.0,1,0,0,0,0,1
4,1,1,101,4,0,41,0.0,0,0,0,0,0,1
4,1,1,134,4,0,64,0.0,0,0,0,0,0,1
4,1,0,176,0,0,0,0.0,1,0,0,0,0,1
4,1,0,229,1,0,0,0.0,1,0,0,0,0,1
4,1,0,326,5,1,247,0.0,0,1,0,0,0,1
4,1,1,343,3,0,0,2.0,0,0,0,0,0,1
4,1,1,434,3,0,0,0.0,1,0,0,0,0,1
4,1,0,328,3,0,0,1.0,1,0,0,0,0,1
4,1,1,608,5,1,301,0.0,1,0,0,0,0,1
4,1,1,624,5,1,583,2.0,1,0,0,0,0,1
4,1,0,254,0,0,0,0.0,0,1,1,0,0,0
4,1,0,70,2,0,0,0.0,1,0,1,0,0,0
4,1,1,347,2,0,0,0.0,0,0,1,0,0,0
4,1,1,201,2,0,0,0.0,0,0,1,0,0,0
4,1,0,638,6,0,0,0.0,0,0,1,0,0,0
4,1,0,1154,7,0,0,1.0,0,0,1,0,0,0
4,1,0,884,5,0,0,0.0,1,0,0,0,0,1
4,1,1,694,7,1,408,1.0,1,0,0,0,0,1
4,1,0,609,3,0,0,0.0,1,0,0,0,0,1
4,1,0,277,1,0,0,0.0,0,1,0,0,0,1
4,1,0,374,4,0,0,0.0,0,0,0,0,0,1
4,1,1,86,1,0,0,0.0,0,0,0,0,0,1
4,1,1,121,2,0,0,1.0,0,0,0,0,0,1
4,1,1,465,2,0,0,0.0,0,0,0,0,0,1
4,1,1,161,2,0,0,0.0,0,0,0,0,0,1
4,1,1,239,0,0,0,2.0,0,0,0,0,0,1
4,1,0,416,4,0,0,0.0,1,0,1,0,0,0
4,1,1,637,7,1,636,0.0,0,0,1,0,0,0
4,1,1,856,7,1,585,1.0,1,0,1,0,0,0
4,1,1,66,0,0,0,0.0,0,0,0,0,0,1
4,1,1,97,2,0,0,0.0,0,0,0,0,0,1
4,1,0,622,7,1,451,0.0,1,0,0,0,0,1
4,1,1,418,4,0,0,1.0,0,0,1,0,0,0
4,1,0,501,4,0,0,0.0,1,0,1,0,0,0
4,1,0,469,3,0,0,1.0,0,0,1,0,0,0
4,1,1,1244,7,1,597,0.0,0,0,0,0,0,1
4,1,0,840,7,1,839,0.0,1,0,0,0,0,1
4,1,1,981,7,1,652,1.0,1,0,0,0,0,1
4,1,1,779,4,0,0,2.0,0,0,0,0,0,1
4,1,1,84,1,0,0,0.0,0,0,0,0,0,1
4,1,0,730,6,1,313,0.0,1,0,0,0,0,1
4,1,0,207,1,0,0,0.0,0,0,0,0,0,1
4,1,0,377,5,1,304,1.0,0,0,0,0,0,1
4,1,0,602,4,0,0,1.0,0,0,0,0,0,1
4,1,0,477,4,0,0,1.0,1,0,0,0,0,1
4,1,0,283,4,0,0,0.0,1,0,0,0,0,1
4,1,0,238,2,0,0,0.0,1,0,0,0,0,1
4,1,0,538,5,0,0,1.0,0,0,0,0,0,1
4,1,0,760,7,1,536,0.0,1,0,0,0,0,1
4,1,1,744,7,1,612,3.0,0,0,0,0,0,1
4,1,1,249,4,0,116,0.0,0,0,0,0,0,1
4,1,1,846,7,1,623,0.0,1,0,0,0,0,1
4,1,0,611,8,1,596,0.0,0,0,0,0,0,1
4,1,0,437,5,0,0,0.0,1,0,0,0,0,1
4,1,0,617,5,0,0,0.0,0,0,0,0,0,1
4,1,0,810,8,1,464,0.0,0,0,0,0,0,1
4,1,0,634,5,0,0,0.0,0,0,0,0,0,1
4,1,0,469,4,0,0,1.0,0,0,0,0,0,1
4,1,1,681,8,1,502,2.0,0,0,0,0,0,1
4,1,1,993,8,1,498,1.0,1,0,0,0,0,1
4,1,1,644,4,0,0,1.0,0,0,0,0,0,1
4,1,0,791,7,1,540,0.0,1,0,0,0,0,1
4,1,1,426,3,0,0,0.0,0,0,0,0,0,1
4,1,1,673,4,0,233,0.0,1,0,0,0,0,1
4,1,1,123,1,0,0,0.0,1,0,0,0,0,1
4,1,0,703,3,0,0,4.0,0,0,1,0,0,0
4,1,1,780,6,0,0,0.0,1,0,1,0,0,0
4,1,1,57,2,0,0,0.0,0,0,0,0,0,1
4,1,0,767,4,0,0,0.0,0,1,0,0,0,1
4,1,0,1079,8,1,724,0.0,1,0,0,0,0,1
4,1,0,563,3,0,0,2.0,0,1,0,0,0,1
4,1,0,131,4,0,0,1.0,0,0,0,0,0,1
5,1,1,1046,7,1,588,0.0,1,0,0,0,0,1
5,1,1,564,6,0,0,2.0,0,0,0,0,0,1
5,1,0,935,7,1,694,0.0,0,0,0,0,0,1
5,1,1,786,7,1,373,1.0,0,0,0,0,0,1
5,1,1,1204,2,0,0,0.0,1,0,0,0,0,1
5,1,0,307,3,0,0,0.0,0,0,0,0,0,1
5,1,1,1327,7,1,948,2.0,0,0,0,0,0,1
5,1,1,774,8,1,614,2.0,0,0,0,1,0,0
5,1,1,588,6,0,0,0.0,1,0,0,1,0,0
5,1,1,552,8,1,533,1.0,0,0,0,0,0,1
5,1,0,373,4,0,0,0.0,1,0,0,0,0,1
5,1,0,476,2,0,0,1.0,1,0,0,0,0,1
5,1,0,367,3,0,0,0.0,1,0,0,0,0,1
5,1,1,566,4,0,0,1.0,0,0,0,0,0,1
5,1,1,228,4,0,0,1.0,0,0,0,0,0,1
5,1,0,550,6,0,0,0.0,1,0,0,0,0,1
5,1,1,923,8,1,390,0.0,1,0,0,0,0,1
5,1,0,1084,1,0,0,0.0,1,0,0,0,0,1
5,1,1,1105,1,0,0,0.0,1,0,0,0,0,1
5,1,1,710,7,0,0,0.0,1,0,0,0,0,1
5,1,0,231,0,0,0,0.0,0,0,0,0,0,1
5,1,0,337,0,0,0,0.0,1,0,0,0,0,1
5,1,0,429,0,0,0,0.0,1,0,0,0,0,1
5,1,0,982,3,0,0,0.0,1,0,0,0,0,1
5,1,0,519,3,0,0,0.0,1,0,0,0,1,0
5,1,1,972,8,1,610,1.0,1,0,0,0,1,0
5,1,0,783,8,1,746,0.0,0,0,0,0,1,0
5,1,0,1307,8,1,387,0.0,1,0,0,0,0,1
5,1,0,519,3,0,0,1.0,0,0,0,0,1,0
5,1,1,597,7,0,0,1.0,0,0,0,0,1,0
5,1,0,836,8,1,506,0.0,1,0,0,0,1,0
6,1,1,749,6,1,318,1.0,0,0,1,0,0,0
6,1,0,472,2,0,0,0.0,1,0,1,0,0,0
6,1,1,324,0,0,0,0.0,0,0,0,0,1,0
6,1,1,142,0,0,0,0.0,0,0,0,0,1,0
6,1,0,348,0,0,0,1.0,0,0,0,0,1,0
6,1,1,357,1,0,0,0.0,0,0,0,0,1,0
6,1,1,1174,3,0,0,0.0,1,0,0,0,1,0
6,1,0,795,7,1,350,0.0,1,0,0,0,1,0
6,1,1,796,5,0,0,0.0,0,0,0,0,1,0
6,1,1,660,3,0,0,0.0,1,0,0,0,1,0
6,1,1,1081,7,1,692,1.0,0,0,0,0,1,0
6,1,1,1165,7,1,898,0.0,1,0,0,0,1,0
6,1,1,522,4,0,0,0.0,0,0,0,0,1,0
6,1,1,507,3,0,0,0.0,0,0,0,0,1,0
6,1,1,774,7,1,750,0.0,1,0,0,1,0,0
6,1,0,294,2,0,0,0.0,0,0,0,1,0,0
6,1,1,549,7,1,318,0.0,0,0,0,1,0,0
6,1,0,847,7,1,267,0.0,1,0,0,1,0,0
6,1,0,852,7,1,569,0.0,1,0,1,0,0,0
6,1,0,858,7,1,626,0.0,1,0,1,0,0,0
6,1,0,500,3,0,0,0.0,1,0,1,0,0,0
6,1,0,349,7,0,0,0.0,1,0,0,0,0,1
6,1,1,1016,8,1,382,0.0,0,0,0,0,0,1
6,1,0,551,2,0,0,0.0,1,0,0,0,0,1
6,1,0,907,8,1,373,0.0,1,0,0,0,0,1
6,1,0,1057,8,1,1020,0.0,0,0,0,0,0,1
6,1,1,1101,8,1,1012,0.0,0,0,0,0,0,1
6,1,1,696,8,1,126,1.0,0,0,0,0,0,1
6,1,0,1006,6,0,0,0.0,1,0,0,0,0,1
6,1,0,499,1,0,0,0.0,1,0,0,0,0,1
6,1,0,829,8,1,585,0.0,1,0,0,0,0,1
6,1,1,458,2,0,0,0.0,0,0,0,0,0,1
6,1,1,613,5,0,0,0.0,1,0,0,0,0,1
6,1,0,869,8,1,204,0.0,1,0,0,0,0,1
6,1,1,73,2,0,0,0.0,0,0,0,0,0,1
6,1,1,91,1,0,0,0.0,0,0,0,0,0,1
6,1,0,693,8,1,653,0.0,1,0,0,0,0,1
6,1,0,430,4,0,0,0.0,0,0,1,0,0,0
6,1,0,1219,8,1,1016,1.0,1,0,0,0,0,1
6,1,0,620,3,0,0,0.0,1,0,0,0,0,1
6,1,0,783,8,1,748,0.0,1,0,0,0,0,1
6,1,1,841,6,0,0,0.0,1,0,0,0,0,1
6,1,0,978,8,1,540,0.0,1,0,0,0,0,1
6,1,1,778,6,0,0,0.0,0,0,0,0,0,1
6,1,1,899,4,0,0,0.0,0,0,0,0,0,1
6,1,1,687,8,1,493,0.0,0,0,0,0,0,1
6,1,0,1315,8,1,524,0.0,1,0,0,0,0,1
6,1,0,762,8,1,444,0.0,0,0,0,0,0,1
6,1,0,427,7,0,0,0.0,1,0,0,0,0,1
6,1,1,804,8,1,551,0.0,1,0,0,0,0,1
6,1,0,466,8,1,466,1.0,0,0,0,0,0,1
6,1,0,659,8,1,604,0.0,1,0,0,0,0,1
6,1,1,790,7,0,0,0.0,1,0,0,0,0,1
6,1,1,313,1,0,0,0.0,1,0,0,0,0,1
6,1,0,790,8,1,540,0.0,1,0,0,0,0,1
6,1,1,1145,8,1,550,0.0,0,0,0,0,0,1
6,1,1,971,5,0,0,0.0,0,0,0,0,1,0
6,1,0,882,7,1,673,0.0,1,0,0,1,0,0
6,1,1,632,3,0,0,0.0,1,0,0,1,0,0
6,1,1,766,7,1,655,0.0,1,0,0,1,0,0
6,1,0,328,3,0,0,0.0,1,0,0,1,0,0
6,1,1,853,7,1,606,0.0,0,0,0,1,0,0
6,1,1,727,7,1,425,0.0,0,0,0,1,0,0
6,1,1,517,5,0,0,0.0,0,0,0,1,0,0
6,1,1,981,8,1,654,0.0,1,0,0,1,0,0
6,1,1,388,5,0,0,0.0,1,0,0,1,0,0
6,1,1,1082,8,1,1037,1.0,0,0,0,1,0,0
6,1,0,1412,8,1,631,0.0,1,0,0,0,0,1
6,1,0,882,8,1,560,0.0,1,0,0,0,0,1
6,1,0,939,6,0,0,0.0,0,0,0,0,0,1
6,1,1,948,7,1,918,0.0,1,0,0,0,0,1
6,1,1,1082,7,1,841,0.0,1,0,0,0,0,1
6,1,1,806,4,0,0,0.0,0,0,0,0,0,1
6,1,0,898,7,1,334,0.0,1,0,0,0,0,1
6,1,1,473,6,0,0,0.0,0,0,0,0,0,1
6,1,1,992,7,1,989,0.0,1,0,0,0,0,1
6,1,1,1023,7,1,842,0.0,1,0,0,0,0,1
6,1,1,306,6,0,0,0.0,0,0,0,0,1,0
6,1,1,399,2,0,0,0.0,0,0,0,0,1,0
6,1,1,615,8,1,614,0.0,0,0,0,0,1,0
6,1,1,589,8,1,449,0.0,0,0,0,0,1,0
6,1,1,641,3,0,0,0.0,0,0,0,0,1,0
6,1,1,585,4,0,0,0.0,0,0,0,0,1,0
6,1,1,1299,8,1,1033,1.0,0,0,0,0,1,0
6,1,1,857,8,1,535,0.0,1,0,0,0,1,0
6,1,0,695,0,0,0,0.0,1,0,0,0,1,0
7,1,1,541,5,0,0,0.0,0,0,0,0,1,0
7,1,0,686,5,0,0,0.0,1,0,0,0,1,0
7,1,1,1134,7,1,572,0.0,1,0,0,0,1,0
7,1,1,742,6,0,0,0.0,1,0,0,0,1,0
7,1,0,678,4,0,0,0.0,0,0,0,0,1,0
7,1,1,848,5,0,0,0.0,1,0,0,0,1,0
7,1,1,492,4,0,0,0.0,0,0,0,0,1,0
7,1,0,663,7,1,644,0.0,1,0,0,0,1,0
7,1,1,335,2,0,0,0.0,0,0,0,0,1,0
7,1,0,826,7,1,823,0.0,0,0,0,0,1,0
7,1,1,904,6,0,0,0.0,0,0,0,0,1,0
7,1,1,483,2,0,0,0.0,1,0,0,0,1,0
7,1,0,307,5,0,0,0.0,0,0,0,0,1,0
7,1,1,639,8,1,273,0.0,0,0,0,0,1,0
7,1,0,896,7,1,703,0.0,0,0,1,0,0,0
7,1,1,408,3,0,0,0.0,0,0,1,0,0,0
7,1,1,749,6,1,318,1.0,0,0,1,0,0,0
7,1,0,472,2,0,0,0.0,1,0,1,0,0,0
7,1,1,324,0,0,0,0.0,0,0,0,0,1,0
7,1,1,142,0,0,0,0.0,0,0,0,0,1,0
7,1,0,348,0,0,0,1.0,0,0,0,0,1,0
7,1,1,357,1,0,0,0.0,0,0,0,0,1,0
7,1,1,1174,3,0,0,0.0,1,0,0,0,1,0
7,1,0,795,7,1,350,0.0,1,0,0,0,1,0
7,1,1,796,5,0,0,0.0,0,0,0,0,1,0
