Game Completed Date,Team,Outcome,Imposter Kills,Game Length,Ejected,Rank Change,Region/Game Code,User,Time_of_Day
12/18/2020 at 1:45:57 pm EST,Imposter,Loss,2,16m 29s,No,-,Europe / OEAIBF,18,Afternoon
12/18/2020 at 12:35:27 pm EST,Imposter,Loss,2,07m 06s,Yes,-,NA / DYSEIF,18,Morning
12/17/2020 at 3:20:52 pm EST,Imposter,Loss,1,15m 42s,No,--,Europe / ZQKMJF,18,Afternoon
12/16/2020 at 5:32:45 pm EST,Imposter,Loss,2,01m 51s,Yes,,Europe / OOELCF,18,Afternoon
12/16/2020 at 3:13:23 pm EST,Imposter,Win,3,09m 19s,No,+++,Europe / LZHLMF,18,Afternoon
12/16/2020 at 2:39:03 pm EST,Imposter,Win,2,14m 00s,No,+++,Europe / LZHLMF,18,Afternoon
12/15/2020 at 6:03:55 pm EST,Imposter,Loss,2,09m 25s,No,-,Europe / WXCBQQ,18,Afternoon
12/13/2020 at 1:16:45 pm EST,Imposter,Loss,3,12m 12s,No,-,Europe / IWNVWQ,18,Afternoon
12/13/2020 at 12:31:03 pm EST,Imposter,Loss,2,17m 12s,No,-,Europe / IWNVWQ,18,Morning
12/13/2020 at 11:51:20 am EST,Imposter,Win,2,08m 54s,No,+++,Europe / IWNVWQ,18,Morning
12/12/2020 at 7:17:30 pm EST,Imposter,Win,3,12m 17s,No,+++,Europe / PBLKRQ,18,Evening
12/12/2020 at 6:21:39 pm EST,Imposter,Loss,3,11m 46s,No,-,Europe / PBLKRQ,18,Afternoon
12/24/2020 at 2:07:45 pm EST,Imposter,Win,4,07m 17s,No,+++,NA / RBAUGF,19,Afternoon
12/24/2020 at 1:59:08 pm EST,Imposter,Loss,1,12m 16s,Yes,--,NA / RBAUGF,19,Afternoon
12/23/2020 at 9:52:36 pm EST,Imposter,Loss,3,12m 00s,No,-,NA / KYXYVF,19,Evening
12/23/2020 at 9:52:35 pm EST,Imposter,Loss,3,12m 00s,No,-,NA / KYXYVF,19,Evening
12/23/2020 at 8:46:29 pm EST,Imposter,Loss,2,09m 56s,No,-,NA / KYXYVF,19,Evening
12/23/2020 at 8:46:29 pm EST,Imposter,Loss,2,09m 56s,No,-,NA / KYXYVF,19,Evening
12/23/2020 at 7:37:30 pm EST,Imposter,Win,2,07m 29s,No,+++,NA / KYXYVF,19,Evening
12/23/2020 at 7:37:30 pm EST,Imposter,Win,2,07m 29s,No,+++,NA / KYXYVF,19,Evening
12/24/2020 at 12:04:31 pm EST,Imposter,Loss,2,04m 09s,No,,NA / CKCUCF,20,Morning
12/24/2020 at 11:19:05 am EST,Imposter,Win,2,05m 18s,No,+++,NA / CKCUCF,20,Morning
12/24/2020 at 11:12:35 am EST,Imposter,Loss,1,04m 41s,No,,NA / CKCUCF,20,Morning
12/24/2020 at 11:07:23 am EST,Imposter,Win,1,00m 39s,No,,NA / CKCUCF,20,Morning
12/24/2020 at 11:03:05 am EST,Imposter,Win,1,00m 30s,No,,NA / CKCUCF,20,Morning
12/20/2020 at 4:09:35 pm EST,Imposter,Win,1,01m 51s,No,,NA / BNZPBF,20,Afternoon
12/18/2020 at 12:31:05 pm EST,Imposter,Win,1,03m 02s,No,,NA / IZYEDF,20,Morning
12/17/2020 at 8:37:09 pm EST,Imposter,Win,2,01m 50s,No,,NA / UJVTRQ,20,Evening
12/17/2020 at 6:52:09 pm EST,Imposter,Win,2,02m 10s,No,,NA / KIHBNF,20,Afternoon
12/17/2020 at 6:46:22 pm EST,Imposter,Win,2,02m 23s,No,,NA / KIHBNF,20,Afternoon
12/17/2020 at 6:21:18 pm EST,Imposter,Loss,1,01m 07s,No,,NA / KIHBNF,20,Afternoon
12/17/2020 at 5:54:55 pm EST,Imposter,Loss,1,01m 41s,No,,NA / KIHBNF,20,Afternoon
12/17/2020 at 2:36:33 pm EST,Imposter,Win,0,04m 57s,No,,NA / NKVJTQ,20,Afternoon
12/16/2020 at 11:47:46 am EST,Imposter,Loss,1,04m 36s,No,,NA / VNUPXQ,20,Morning
12/15/2020 at 10:12:21 pm EST,Imposter,Loss,3,06m 59s,No,-,NA / ZBRGWQ,20,Evening
12/15/2020 at 8:25:21 pm EST,Imposter,Loss,3,06m 26s,Yes,-,NA / CYDTTQ,20,Evening
12/25/2020 at 9:07:12 pm EST,Imposter,Loss,1,11m 25s,Yes,--,Europe / BKINIF,21,Evening
12/25/2020 at 8:10:46 pm EST,Imposter,Win,2,16m 19s,Yes,+++,Europe / BKINIF,21,Evening
12/25/2020 at 7:50:19 pm EST,Imposter,Loss,1,07m 34s,No,--,Europe / OIQBDF,21,Evening
12/22/2020 at 12:53:26 pm EST,Imposter,Win,1,03m 56s,No,,Europe / NMCIQQ,21,Morning
12/22/2020 at 12:43:40 pm EST,Imposter,Win,2,09m 15s,No,+++,Europe / NMCIQQ,21,Morning
12/21/2020 at 12:06:41 pm EST,Imposter,Loss,2,15m 39s,No,-,Europe / BOBWIF,21,Morning
12/20/2020 at 5:05:49 pm EST,Imposter,Win,1,07m 25s,No,+++,NA / BXPKNF,21,Afternoon
12/19/2020 at 5:00:10 pm EST,Imposter,Loss,2,18m 26s,No,-,Europe / QZBNZF,21,Afternoon
12/11/2020 at 5:24:31 pm EST,Imposter,Win,2,00m 50s,No,,Europe / EVPUMF,21,Afternoon
12/02/2020 at 3:05:42 pm EST,Imposter,Win,3,17m 42s,No,+++,NA / ZLWXDF,21,Afternoon
12/02/2020 at 2:46:41 pm EST,Imposter,Win,1,14m 38s,No,+++,NA / ZLWXDF,21,Afternoon
12/02/2020 at 2:17:05 pm EST,Imposter,Loss,1,20m 36s,No,--,NA / ZLWXDF,21,Afternoon
11/22/2020 at 2:03:47 pm EST,Imposter,Loss,4,11m 53s,No,-,NA / LCHPMF,21,Afternoon
11/22/2020 at 1:42:29 pm EST,Imposter,Loss,1,01m 31s,Yes,,NA / LCHPMF,21,Afternoon
11/22/2020 at 1:13:20 pm EST,Imposter,Loss,2,24m 07s,No,-,NA / GMHOWQ,21,Afternoon
11/22/2020 at 12:34:06 pm EST,Imposter,Win,1,02m 15s,No,,Europe / GAHMVF,21,Morning
11/21/2020 at 11:54:42 am EST,Imposter,Loss,0,15m 10s,No,--,NA / TTDHOF,21,Morning
11/21/2020 at 11:39:07 am EST,Imposter,Loss,2,09m 39s,No,-,NA / TTDHOF,21,Morning
12/27/2020 at 8:06:30 pm EST,Imposter,Loss,2,08m 40s,No,-,Europe / HZJCWQ,22,Evening
12/27/2020 at 7:42:35 pm EST,Imposter,Loss,1,06m 49s,No,--,Europe / HZJCWQ,22,Evening
12/04/2020 at 9:58:18 pm EST,Imposter,Win,3,08m 34s,No,+++,NA / CRQDGF,22,Evening
12/04/2020 at 9:47:50 pm EST,Imposter,Loss,1,12m 15s,No,--,NA / CRQDGF,22,Evening
11/28/2020 at 2:40:58 pm EST,Imposter,Loss,3,18m 50s,No,-,Europe / DJCWJF,22,Afternoon
11/27/2020 at 10:20:36 pm EST,Imposter,Loss,4,13m 51s,Yes,-,Europe / JHDOOF,22,Evening
11/27/2020 at 3:57:29 pm EST,Imposter,Win,4,13m 31s,No,+++,Europe / ACLNSF,22,Afternoon
11/27/2020 at 1:54:01 am EST,Imposter,Win,1,21m 42s,No,+++,Europe / JJHDWQ,22,Night
11/27/2020 at 1:30:59 am EST,Imposter,Loss,2,18m 18s,Yes,-,Europe / JJHDWQ,22,Night
11/27/2020 at 12:17:36 am EST,Imposter,Loss,2,16m 00s,Yes,-,Europe / ATIEWQ,22,Night
11/26/2020 at 9:34:23 pm EST,Imposter,Loss,4,19m 34s,No,-,Europe / SJHCDF,22,Evening
11/26/2020 at 4:32:31 pm EST,Imposter,Win,3,10m 40s,No,+++,Europe / TIMRQQ,22,Afternoon
11/26/2020 at 3:01:20 pm EST,Imposter,Win,1,09m 31s,No,+++,Europe / TIMRQQ,22,Afternoon
11/25/2020 at 11:22:31 pm EST,Imposter,Win,2,11m 25s,No,+++,NA / UHWTVF,22,Evening
11/25/2020 at 11:03:21 pm EST,Imposter,Win,4,13m 20s,No,+++,NA / PQCGGF,22,Evening
11/25/2020 at 10:20:40 pm EST,Imposter,Win,1,06m 17s,No,+++,NA / PMVNCF,22,Evening
11/25/2020 at 8:31:04 pm EST,Imposter,Win,4,11m 09s,No,+++,NA / RMMVVF,22,Evening
11/25/2020 at 7:54:36 pm EST,Imposter,Loss,2,20m 34s,Yes,-,NA / RMMVVF,22,Evening
11/25/2020 at 6:10:28 pm EST,Imposter,Win,4,14m 12s,No,+++,NA / ETEEJF,22,Afternoon
11/25/2020 at 5:54:23 pm EST,Imposter,Win,2,09m 54s,No,+++,NA / ETEEJF,22,Afternoon
12/29/2020 at 9:20:03 pm EST,Imposter,Win,2,07m 45s,No,+++,NA / SRKQNF,23,Evening
12/29/2020 at 8:20:08 pm EST,Imposter,Loss,1,04m 50s,Yes,,NA / HUYDCF,23,Evening
12/29/2020 at 7:43:42 pm EST,Imposter,Win,1,08m 08s,No,+++,NA / NJCRNF,23,Evening
12/28/2020 at 1:35:57 am EST,Imposter,Win,2,11m 58s,No,+++,NA / TWGUMF,23,Night
12/28/2020 at 12:45:43 am EST,Imposter,Loss,1,15m 20s,Yes,--,NA / TWGUMF,23,Night
11/29/2020 at 9:58:54 pm EST,Imposter,Win,2,07m 50s,No,+++,NA / MSVQUF,23,Evening
11/29/2020 at 9:11:11 pm EST,Imposter,Win,1,16m 14s,No,+++,NA / MSVQUF,23,Evening
12/23/2020 at 12:24:39 pm EST,Imposter,Win,2,06m 18s,No,+++,NA / IJDWIF,24,Morning
12/21/2020 at 12:09:37 pm EST,Imposter,Loss,3,10m 35s,Yes,-,NA / UIGAKF,24,Morning
12/21/2020 at 11:49:07 am EST,Imposter,Win,4,12m 37s,No,+++,NA / UIGAKF,24,Morning
12/16/2020 at 1:18:05 pm EST,Imposter,Win,6,03m 54s,No,,NA / JRBNTQ,24,Afternoon
12/16/2020 at 1:13:14 pm EST,Imposter,Win,6,03m 47s,No,,NA / JRBNTQ,24,Afternoon
12/15/2020 at 3:44:08 pm EST,Imposter,Loss,2,11m 57s,No,-,NA / PWJDHF,24,Afternoon
12/15/2020 at 3:31:05 pm EST,Imposter,Loss,1,06m 23s,No,--,NA / PWJDHF,24,Afternoon
12/07/2020 at 10:04:48 pm EST,Imposter,Win,2,05m 27s,No,+++,NA / XVMZZF,25,Evening
12/05/2020 at 1:14:05 pm EST,Imposter,Loss,2,14m 50s,No,-,Europe / PRAHIF,25,Afternoon
12/05/2020 at 11:03:46 am EST,Imposter,Loss,3,12m 30s,No,-,Europe / PRAHIF,25,Morning
12/05/2020 at 10:49:25 am EST,Imposter,Loss,2,11m 36s,No,-,Europe / PRAHIF,25,Morning
12/05/2020 at 9:11:48 am EST,Imposter,Loss,1,11m 09s,No,--,NA / CGXSUF,25,Morning
12/05/2020 at 8:56:35 am EST,Imposter,Win,1,15m 47s,No,+++,NA / CGXSUF,25,Morning
12/05/2020 at 12:00:32 am EST,Imposter,Win,2,14m 57s,No,+++,Europe / QFGWWQ,25,Night
12/04/2020 at 11:10:18 pm EST,Imposter,Loss,4,14m 53s,No,-,Europe / QFGWWQ,25,Evening
12/04/2020 at 10:54:11 pm EST,Imposter,Win,4,10m 43s,No,+++,Europe / QFGWWQ,25,Evening
12/04/2020 at 10:04:51 pm EST,Imposter,Win,2,07m 16s,No,+++,Europe / NMXCKF,25,Evening
12/04/2020 at 8:29:38 pm EST,Imposter,Win,2,08m 33s,No,+++,Europe / DJDIUF,25,Evening
12/04/2020 at 7:21:36 pm EST,Imposter,Win,2,11m 05s,No,+++,Europe / DJDIUF,25,Evening
12/04/2020 at 5:55:08 pm EST,Imposter,Loss,3,09m 05s,No,-,Europe / HBCDWQ,25,Afternoon
11/30/2020 at 7:23:04 pm EST,Imposter,Win,2,11m 03s,No,+++,NA / OXOEFF,25,Evening
11/29/2020 at 9:51:46 pm EST,Imposter,Loss,3,15m 41s,No,-,NA / MXPBNF,25,Evening
11/29/2020 at 8:50:38 pm EST,Imposter,Loss,3,17m 29s,No,-,NA / MSVQUF,25,Evening
11/29/2020 at 7:28:50 pm EST,Imposter,Loss,2,05m 53s,No,-,NA / MSVQUF,25,Evening
11/29/2020 at 4:51:32 pm EST,Imposter,Loss,3,16m 16s,Yes,-,Europe / PEWSHF,25,Afternoon
11/29/2020 at 4:34:34 pm EST,Imposter,Win,3,12m 24s,No,+++,Europe / PEWSHF,25,Afternoon
11/29/2020 at 4:21:15 pm EST,Imposter,Loss,5,16m 34s,Yes,-,Europe / PEWSHF,25,Afternoon
12/31/2020 at 4:01:32 pm EST,Imposter,Win,2,12m 21s,Yes,+++,NA / JHRKDF,26,Afternoon
12/31/2020 at 2:40:22 pm EST,Imposter,Win,2,03m 09s,No,,NA / FKVQHF,26,Afternoon
12/30/2020 at 1:24:08 pm EST,Imposter,Win,3,08m 40s,No,+++,NA / UCYXDF,26,Afternoon
12/29/2020 at 9:03:14 pm EST,Imposter,Win,0,01m 13s,No,,NA / LEOTHF,26,Evening
12/29/2020 at 8:36:14 pm EST,Imposter,Loss,1,06m 54s,Yes,--,NA / LEOTHF,26,Evening
12/29/2020 at 7:38:05 pm EST,Imposter,Loss,2,05m 11s,Yes,-,NA / MSRQUF,26,Evening
12/29/2020 at 7:05:19 pm EST,Imposter,Loss,2,14m 28s,Yes,-,NA / MSRQUF,26,Evening
12/28/2020 at 3:17:12 pm EST,Imposter,Win,0,04m 48s,No,,NA / EXZKIF,26,Afternoon
12/28/2020 at 1:52:15 pm EST,Imposter,Win,3,13m 10s,No,+++,NA / SSHIHF,26,Afternoon
12/28/2020 at 1:35:04 pm EST,Imposter,Loss,2,14m 12s,No,-,NA / DDOWOF,26,Afternoon
12/28/2020 at 1:19:49 pm EST,Imposter,Win,2,10m 06s,No,+++,NA / DDOWOF,26,Afternoon
01/01/2021 at 3:39:23 pm EST,Imposter,Win,1,04m 25s,No,,NA / PLHUUF,27,Afternoon
12/15/2020 at 3:22:35 pm EST,Imposter,Win,2,05m 07s,No,+++,NA / TMCRNF,27,Afternoon
12/15/2020 at 2:32:12 pm EST,Imposter,Loss,4,06m 23s,No,-,NA / TMCRNF,27,Afternoon
12/12/2020 at 9:30:20 pm EST,Imposter,Loss,1,06m 54s,Yes,--,NA / GIMURQ,27,Evening
12/12/2020 at 6:29:55 pm EST,Imposter,Win,2,04m 27s,No,,NA / HTROPQ,27,Afternoon
12/10/2020 at 11:21:42 pm EST,Imposter,Loss,1,02m 11s,Yes,,NA / IMTHMF,27,Evening
12/09/2020 at 8:00:25 pm EST,Imposter,Win,1,05m 37s,No,+++,NA / JBPHPQ,27,Evening
12/09/2020 at 7:33:53 pm EST,Imposter,Win,0,01m 35s,No,,NA / JBPHPQ,27,Evening
12/09/2020 at 6:33:36 pm EST,Imposter,Win,2,02m 57s,No,,NA / ZVSFRQ,27,Afternoon
12/09/2020 at 6:30:09 pm EST,Imposter,Loss,2,05m 38s,Yes,-,NA / ZVSFRQ,27,Afternoon
12/09/2020 at 6:15:18 pm EST,Imposter,Win,2,02m 53s,No,,NA / ZVSFRQ,27,Afternoon
12/08/2020 at 8:06:51 pm EST,Imposter,Win,3,05m 00s,No,+++,NA / XEPKNF,27,Evening
12/07/2020 at 1:07:13 pm EST,Imposter,Win,1,02m 12s,No,,NA / MXFVDF,27,Afternoon
12/02/2020 at 10:02:36 am EST,Imposter,Win,1,01m 59s,No,,NA / GXQQUF,27,Morning
12/01/2020 at 8:49:18 pm EST,Imposter,Win,1,02m 16s,No,,NA / JKYVFF,27,Evening
12/01/2020 at 6:04:24 pm EST,Imposter,Loss,2,08m 23s,Yes,-,NA / WGGAHF,27,Afternoon
12/01/2020 at 5:38:19 pm EST,Imposter,Loss,1,01m 47s,Yes,,NA / WGGAHF,27,Afternoon
12/01/2020 at 1:21:13 pm EST,Imposter,Win,2,03m 22s,No,,NA / TOHVLQ,27,Afternoon
11/30/2020 at 2:40:08 pm EST,Imposter,Win,2,03m 16s,No,,NA / LFPGBF,27,Afternoon
11/28/2020 at 11:18:33 am EST,Imposter,Win,2,02m 07s,No,,NA / VPDHYQ,27,Morning
01/04/2021 at 11:37:30 pm EST,Imposter,Win,1,08m 27s,No,+++,NA / JRMRHF,28,Evening
01/04/2021 at 7:11:05 pm EST,Imposter,Win,1,03m 39s,No,,NA / JKMIUF,28,Evening
12/16/2020 at 7:18:30 pm EST,Imposter,Win,2,13m 22s,No,+++,NA / BAPQFF,28,Evening
12/16/2020 at 7:18:30 pm EST,Imposter,Win,2,13m 22s,No,+++,NA / BAPQFF,28,Evening
12/16/2020 at 7:01:33 pm EST,Imposter,Loss,1,06m 15s,Yes,--,NA / BAPQFF,28,Evening
12/16/2020 at 7:01:33 pm EST,Imposter,Loss,1,06m 16s,Yes,--,NA / BAPQFF,28,Evening
12/16/2020 at 6:33:24 pm EST,Imposter,Win,1,12m 08s,No,+++,NA / PTOYCF,28,Afternoon
12/16/2020 at 6:33:24 pm EST,Imposter,Win,1,12m 08s,No,+++,NA / PTOYCF,28,Afternoon
12/10/2020 at 5:36:02 pm EST,Imposter,Loss,2,10m 32s,Yes,-,NA / HSDQJF,28,Afternoon
12/10/2020 at 5:36:02 pm EST,Imposter,Loss,2,10m 32s,Yes,-,NA / HSDQJF,28,Afternoon
01/06/2021 at 10:11:51 am EST,Imposter,Win,2,05m 15s,No,+++,Europe / XEWROF,29,Morning
12/11/2020 at 12:02:54 pm EST,Imposter,Win,0,14m 04s,No,+++,NA / NNNSXQ,29,Morning
12/11/2020 at 11:45:28 am EST,Imposter,Loss,3,05m 56s,No,-,NA / NNNSXQ,29,Morning
12/11/2020 at 11:38:14 am EST,Imposter,Loss,2,17m 30s,No,-,NA / NNNSXQ,29,Morning
12/05/2020 at 12:08:12 pm EST,Imposter,Win,2,10m 14s,No,+++,Europe / PRAHIF,29,Morning
12/05/2020 at 11:40:53 am EST,Imposter,Loss,1,15m 56s,No,--,Europe / PRAHIF,29,Morning
12/01/2020 at 11:07:41 am EST,Imposter,Loss,2,14m 10s,No,-,NA / SNNGZF,29,Morning
